i,url,fecha
434,https://es.cointelegraph.com/news/bitfinex-bitcoin-longs-hit-a-record-high-but-does-that-mean-btc-has-bottomed,06.06.2022 23:35
435,https://es.cointelegraph.com/news/amid-crypto-bear-market-institutional-investors-scoop-up-bitcoin-coinshares,06.06.2022 21:35
436,https://es.cointelegraph.com/news/btc-price-approaches-32k-as-analyst-warns-of-boring-summer-for-bitcoin,06.06.2022 19:35
437,https://es.cointelegraph.com/news/new-york-s-push-to-ban-crypto-mining-triggers-response-from-community,06.06.2022 18:35
438,https://es.cointelegraph.com/news/btc-institutional-investors-inject-usd-300-million-to-support-price,06.06.2022 17:36
439,https://es.cointelegraph.com/news/bitcoin-and-climate-change-renewable-energy-as-an-alternative-source-for-cryptocurrency-mining,06.06.2022 17:35
440,https://es.cointelegraph.com/news/a-few-weeks-ago-bitcoin-spot-volume-soared-reaching-a-7-day-average-above-10-billion,06.06.2022 16:35
441,https://es.cointelegraph.com/news/btc-price-snaps-its-longest-losing-streak-in-history-5-things-to-know-in-bitcoin-this-week,06.06.2022 14:05
442,https://es.cointelegraph.com/news/top-5-cryptocurrencies-to-watch-this-week-btc-ada-xlm-xmr-mana,06.06.2022 02:05
443,https://es.cointelegraph.com/news/3-reasons-ethereum-price-risks-25-downside-in-june,05.06.2022 22:35
444,https://es.cointelegraph.com/news/bitcoin-price-needs-to-close-above-29-450-for-its-first-green-weekly-candle-since-march,05.06.2022 21:05
445,https://es.cointelegraph.com/news/bitcoin-atm-installations-record-low-in-may-biggest-drop-since-2019,05.06.2022 20:05
446,https://es.cointelegraph.com/news/bitcoin-long-term-hodlers-begin-distribution-which-preceded-btc-price-bottoms,04.06.2022 21:35
447,https://es.cointelegraph.com/news/ninth-negative-weekly-close-for-bitcoin-altcoins-losing-ground-against-bitcoin,04.06.2022 04:35
448,https://es.cointelegraph.com/news/brazilian-central-banker-describes-how-cbdc-system-can-halt-bank-runs,04.06.2022 03:05
449,https://es.cointelegraph.com/news/5-reasons-why-bitcoin-could-be-a-better-long-term-investment-than-gold,04.06.2022 02:05
450,https://es.cointelegraph.com/news/bitcoin-s-move-to-32-4k-was-a-fakeout-here-s-the-price-level-most-btc-traders-are-waiting-for,04.06.2022 01:35
451,https://es.cointelegraph.com/news/total-crypto-market-cap-risks-a-dip-below-1-trillion-if-these-3-metrics-don-t-improve,04.06.2022 01:05
452,https://es.cointelegraph.com/news/central-african-republic-to-tokenize-the-nation-s-natural-resources,03.06.2022 22:35
453,https://es.cointelegraph.com/news/wef-2022-miami-mayor-says-that-bitcoin-can-be-a-global-currency,03.06.2022 22:05
454,https://es.cointelegraph.com/news/the-crypto-market-dropped-in-may-but-june-has-a-silver-lining,03.06.2022 21:05
455,https://es.cointelegraph.com/news/over-200k-btc-now-stored-in-bitcoin-etfs-and-other-institutional-products,03.06.2022 20:05
456,https://es.cointelegraph.com/news/new-york-state-senate-passes-bitcoin-mining-moratorium,03.06.2022 17:35
457,https://es.cointelegraph.com/news/kenyan-energy-company-entices-bitcoin-miners-with-geothermal-power,03.06.2022 17:35
458,https://es.cointelegraph.com/news/bitcoin-bond-still-on-hold-el-salvador-accused-of-human-rights-violations,03.06.2022 16:35
459,https://es.cointelegraph.com/news/bitcoin-bounces-to-30-7k-as-analyst-presents-stock-to-flow-btc-price-model-rehash,03.06.2022 14:05
460,https://es.cointelegraph.com/news/3-reasons-why-ethereum-price-is-pinned-below-2-000,03.06.2022 01:05
461,https://es.cointelegraph.com/news/this-classic-bitcoin-metric-is-flashing-buy-for-first-time-since-march-2020,03.06.2022 00:05
462,https://es.cointelegraph.com/news/after-record-growth-vc-crypto-investments-decline-38-in-may,02.06.2022 23:05
463,https://es.cointelegraph.com/news/3-key-indicators-traders-use-to-determine-when-altcoin-season-begins,02.06.2022 22:05
464,https://es.cointelegraph.com/news/cftc-sues-gemini-claiming-the-crypto-exchange-lied-in-futures-contract-evaluation,02.06.2022 22:05
465,https://es.cointelegraph.com/news/brazilian-exchanges-demand-vote-on-bitcoin-law-in-the-country,02.06.2022 21:35
466,https://es.cointelegraph.com/news/bitcoin-touches-30k-as-ex-bitmex-ceo-hopes-25k-marks-btc-price-local-bottom,02.06.2022 17:05
467,https://es.cointelegraph.com/news/bitcoin-daily-mining-revenue-slumped-in-may-to-eleven-month-low,02.06.2022 15:05
468,https://es.cointelegraph.com/news/taco-tokens-chipotle-adds-crypto-payments-via-flexa,02.06.2022 13:35
469,https://es.cointelegraph.com/news/here-are-3-altcoins-that-could-surge-once-bitcoin-flips-35k-to-support,02.06.2022 01:35
470,https://es.cointelegraph.com/news/canadians-buy-the-dip-as-purpose-bitcoin-etf-holdings-reach-new-highs,02.06.2022 00:05
471,https://es.cointelegraph.com/news/bitcoin-price-broke-to-the-upside-but-where-are-all-the-leveraged-long-traders,01.06.2022 23:05
472,https://es.cointelegraph.com/news/bitcoin-price-risks-29k-nosedive-as-wall-street-opens-with-fresh-losses,01.06.2022 22:05
473,https://es.cointelegraph.com/news/cardano-price-fake-out-ada-s-45-rebound-in-two-days-could-trap-bulls,01.06.2022 20:35
474,https://es.cointelegraph.com/news/computer-scientists-and-academics-pursue-efforts-to-stop-crypto-lobbying-in-us,01.06.2022 19:05
475,https://es.cointelegraph.com/news/kucoin-plugs-into-web3-with-new-decentralized-wallet,01.06.2022 17:35
476,https://es.cointelegraph.com/news/bitcoin-may-hit-14k-in-2022-but-buying-btc-now-as-good-as-it-gets-analyst,01.06.2022 17:05
477,https://es.cointelegraph.com/news/the-more-you-know-about-bitcoin-the-more-optimistic-you-are-block-survey,01.06.2022 15:05
478,https://es.cointelegraph.com/news/bitcoin-price-rallies-to-32-3k-but-three-factors-could-limit-its-recovery,31.05.2022 23:35
479,https://es.cointelegraph.com/news/how-does-the-fed-impact-crypto-find-out-on-the-market-report,31.05.2022 21:05
480,https://es.cointelegraph.com/news/bitcoin-drops-1-5-on-us-market-open-amid-warning-miners-may-capitulate-in-months,31.05.2022 20:35
481,https://es.cointelegraph.com/news/wealthy-coinbase-clients-are-still-hodling-bitcoin-since-december-2020-data-suggests,31.05.2022 20:35
482,https://es.cointelegraph.com/news/luna-2-price-jumps-90-ahead-of-big-binance-airdrop,31.05.2022 18:35
483,https://es.cointelegraph.com/news/india-cooperates-with-imf-on-crypto-consultation-paper,31.05.2022 18:05
484,https://es.cointelegraph.com/news/top-30-panama-bank-is-bitcoin-friendly-welcomes-crypto-services,31.05.2022 17:35
485,https://es.cointelegraph.com/news/bitcoin-faces-uphill-battle-despite-btc-price-gaining-35-from-23-8k-bottom,31.05.2022 17:05
486,https://es.cointelegraph.com/news/shiba-inu-founder-deletes-social-media-posts-steps-down-from-community,31.05.2022 16:05
487,https://es.cointelegraph.com/news/luna-classic-lunc-pricing-error-leads-to-mirror-protocol-exploit,31.05.2022 13:35
488,https://es.cointelegraph.com/news/why-are-we-seeing-a-recovery-in-the-bitcoin-price,31.05.2022 04:05
489,https://es.cointelegraph.com/news/on-chain-data-shows-bitcoin-long-term-holders-continuing-to-soak-up-supply-around-30k,31.05.2022 01:35
490,https://es.cointelegraph.com/news/argentines-turn-to-bitcoin-amid-inflation-worries-report,31.05.2022 01:05
491,https://es.cointelegraph.com/news/is-hyperbitcoinization-the-future,31.05.2022 01:05
492,https://es.cointelegraph.com/news/ethereum-price-moves-toward-2-000-but-analysts-say-it-s-just-another-relief-rally,31.05.2022 00:35
493,https://es.cointelegraph.com/news/chainlink-launches-price-feeds-on-solana-to-provide-data-to-defi-developers,30.05.2022 23:35
494,https://es.cointelegraph.com/news/moneygram-to-open-transfer-platform-with-stellar-eyes-wallet-deal-in-el-salvador,30.05.2022 23:35
495,https://es.cointelegraph.com/news/bitcoin-s-recent-gains-have-traders-calling-a-bottom-but-various-metrics-remain-bearish,30.05.2022 22:35
496,https://es.cointelegraph.com/news/bitcoin-ready-for-32-8k-after-consolidation-as-btc-price-gains-6-3,30.05.2022 19:35
497,https://es.cointelegraph.com/news/bitcoin-lightning-network-capacity-crosses-3900-btc-marking-a-new-ath,30.05.2022 19:05
498,https://es.cointelegraph.com/news/here-s-how-much-kazakh-gov-t-made-off-crypto-mining-in-q1-2022,30.05.2022 18:35
499,https://es.cointelegraph.com/news/tim-draper-women-will-drive-the-next-bitcoin-bull-market,30.05.2022 18:05
500,https://es.cointelegraph.com/news/youtuber-nasdaily-s-bitcoin-buy-is-200k-underwater-be-greedy-and-hodl,30.05.2022 18:05
501,https://es.cointelegraph.com/news/gov-t-says-crypto-miners-consume-2-of-total-electricity-in-russia,30.05.2022 17:05
502,https://es.cointelegraph.com/news/mega-bullish-signal-or-real-breakdown-5-things-to-know-in-bitcoin-this-week,30.05.2022 14:05
503,https://es.cointelegraph.com/news/can-a-lesson-in-bimetallism-help-the-long-term-stability-of-bitcoin-and-privacy-coins,30.05.2022 10:35
504,https://es.cointelegraph.com/news/is-there-a-secure-future-for-cross-chain-bridges,30.05.2022 07:35
505,https://es.cointelegraph.com/news/top-5-cryptocurrencies-to-watch-this-week-btc-eth-xtz-kcs-aave,30.05.2022 05:35
506,https://es.cointelegraph.com/news/bitcoin-to-set-a-new-record-9-week-losing-streak-with-btc-price-down-22-in-may,29.05.2022 23:05
507,https://es.cointelegraph.com/news/bitcoin-network-difficulty-falls-4-3-to-29-897t-biggest-drop-in-10-months,28.05.2022 23:05
508,https://es.cointelegraph.com/news/bitcoin-price-stuck-below-29k-as-terra-luna-comes-back-from-the-dead,28.05.2022 18:35
509,https://es.cointelegraph.com/news/paraguay-approves-law-to-regulate-mining-and-trading-of-cryptocurrencies,28.05.2022 18:05
510,https://es.cointelegraph.com/news/one-river-s-spot-bitcoin-etf-application-rejected-by-sec,28.05.2022 01:35
511,https://es.cointelegraph.com/news/3-metrics-contrarian-crypto-investors-use-to-know-when-to-buy-bitcoin,28.05.2022 01:06
512,https://es.cointelegraph.com/news/on-chain-data-flashes-bitcoin-buy-signals-but-the-bottom-could-be-under-20k,28.05.2022 00:35
513,https://es.cointelegraph.com/news/falling-bitcoin-price-doesn-t-affect-el-salvador-s-strategy-now-it-s-time-to-buy-more-reveals-deputy-dania-gonzalez,28.05.2022 00:35
514,https://es.cointelegraph.com/news/hodler-s-guide-to-travel-which-platforms-accept-cryptocurrency,27.05.2022 23:05
515,https://es.cointelegraph.com/news/bitcoin-price-approaches-key-support-levels-to-avoid-cascade-south,27.05.2022 21:05
516,https://es.cointelegraph.com/news/3-reasons-why-bitcoin-is-regaining-its-crypto-market-dominance,27.05.2022 19:35
517,https://es.cointelegraph.com/news/bsv-president-urges-meta-to-store-data-for-its-metaverse-on-a-public-blockchain,27.05.2022 18:35
518,https://es.cointelegraph.com/news/small-bitcoin-whales-may-be-keeping-btc-price-from-capitulation-analysis,27.05.2022 18:05
519,https://es.cointelegraph.com/news/billionaire-bill-miller-calls-bitcoin-insurance-against-financial-catastrophe,27.05.2022 14:05
520,https://es.cointelegraph.com/news/what-does-the-end-of-globalization-mean-for-the-price-of-bitcoin,27.05.2022 01:05
521,https://es.cointelegraph.com/news/falling-wedge-pattern-points-to-eventual-ethereum-price-reversal-but-traders-expect-more-pain-first,27.05.2022 01:05
522,https://es.cointelegraph.com/news/bitcoin-good-to-go-up-after-btc-price-hits-lowest-since-terra-crash,26.05.2022 21:35
523,https://es.cointelegraph.com/news/cathie-wood-s-ark-and-21shares-refile-for-spot-bitcoin-etf,26.05.2022 20:35
524,https://es.cointelegraph.com/news/world-bank-won-t-support-central-african-republic-s-sango-crypto-hub,26.05.2022 17:35
525,https://es.cointelegraph.com/news/portugal-s-assembleia-da-republica-says-no-to-two-crypto-tax-bills,26.05.2022 16:35
526,https://es.cointelegraph.com/news/btc-price-breakout-due-relatively-soon-as-bitcoin-volumes-spook-traders,26.05.2022 15:05
527,https://es.cointelegraph.com/news/extreme-fear-grips-bitcoin-price-but-analysts-point-to-signs-of-a-potential-reversal,26.05.2022 02:35
528,https://es.cointelegraph.com/news/el-salvador-max-keiser-and-stacy-herbert-fund-receives-investment-from-bitfinex,26.05.2022 01:05
529,https://es.cointelegraph.com/news/brazil-s-federal-revenue-now-requires-citizens-to-pay-taxes-on-like-kind-crypto-trades,26.05.2022 01:05
530,https://es.cointelegraph.com/news/leif-ferreyras-bit2me-opinion-on-crypto,26.05.2022 00:35
531,https://es.cointelegraph.com/news/bitcoin-price-is-the-worst-over,26.05.2022 00:35
532,https://es.cointelegraph.com/news/bitcoin-creeps-toward-30k-but-data-shows-bears-in-favor-for-friday-s-1-8b-btc-options-expiry,25.05.2022 23:35
533,https://es.cointelegraph.com/news/jpmorgan-places-btc-fair-price-at-38k-declares-crypto-a-preferred-alternative-asset,25.05.2022 23:35
534,https://es.cointelegraph.com/news/scott-minerd-says-bitcoin-price-will-drop-to-8k-but-technical-analysis-says-otherwise,25.05.2022 23:05
535,https://es.cointelegraph.com/news/tax-guidelines-for-crypto-mining-pass-the-first-reading-in-kazakhstan,25.05.2022 21:05
536,https://es.cointelegraph.com/news/starkware-nets-100m-as-investors-bank-on-layer-2-success,25.05.2022 19:35
537,https://es.cointelegraph.com/news/bitcoin-price-bottom-signals-flash-as-fear-and-greed-index-matches-march-2020-lows,25.05.2022 17:35
538,https://es.cointelegraph.com/news/bitcoin-finally-due-for-32-8k-as-long-term-btc-price-metric-flashes-overvalued,25.05.2022 17:05
539,https://es.cointelegraph.com/news/blockstream-dreams-up-a-whole-new-type-of-multisig-called-roast,25.05.2022 17:05
540,https://es.cointelegraph.com/news/bitso-invests-again-in-the-latin-american-region-and-now-bets-on-colombia,25.05.2022 17:05
541,https://es.cointelegraph.com/news/weak-stocks-and-declining-defi-use-continue-to-weigh-on-ethereum-price,25.05.2022 02:05
542,https://es.cointelegraph.com/news/united-states-nfl-player-will-receive-his-salary-payment-in-bitcoin,25.05.2022 00:35
543,https://es.cointelegraph.com/news/mercado-bitcoin-partners-with-stellar-to-create-mvp-for-brazilian-cbdc,25.05.2022 00:05
544,https://es.cointelegraph.com/news/bitcoin-price-returns-to-weekly-lows-under-29k-as-nasdaq-leads-fresh-us-stocks-dive,24.05.2022 21:05
545,https://es.cointelegraph.com/news/wef-2022-bitcoin-should-be-seen-from-an-innovation-perspective-says-miami-mayor,24.05.2022 20:35
546,https://es.cointelegraph.com/news/crypto-funds-under-management-drop-to-a-low-not-seen-since-july-2021,24.05.2022 20:35
547,https://es.cointelegraph.com/news/bitcoin-price-may-bottom-at-15-5k-if-it-retests-this-lifetime-historical-support-level,24.05.2022 19:35
548,https://es.cointelegraph.com/news/central-african-republic-to-launch-official-crypto-hub-sango,24.05.2022 19:05
549,https://es.cointelegraph.com/news/bitcoin-dives-to-fill-cme-gap-amid-claim-new-all-time-highs-will-take-2-years,24.05.2022 17:36
550,https://es.cointelegraph.com/news/why-will-community-settings-determine-the-future-of-bitcoin,24.05.2022 02:35
551,https://es.cointelegraph.com/news/bitcoin-s-current-setup-creates-an-interesting-risk-reward-situation-for-bulls,24.05.2022 00:05
552,https://es.cointelegraph.com/news/bitcoin-price-coma-greets-wall-street-open-amid-signs-market-calling-for-rally,23.05.2022 19:35
553,https://es.cointelegraph.com/news/wef-2022-paypal-looks-to-embrace-all-possible-crypto-and-blockchain-services,23.05.2022 17:05
554,https://es.cointelegraph.com/news/largest-difficulty-drop-since-july-2021-5-things-to-know-in-bitcoin-this-week,23.05.2022 15:05
555,https://es.cointelegraph.com/news/top-5-cryptocurrencies-to-watch-this-week-btc-bnb-xmr-etc-mana,23.05.2022 01:35
556,https://es.cointelegraph.com/news/terra-s-meltdown-highlights-benefits-of-cex-risk-management-systems,23.05.2022 01:05
557,https://es.cointelegraph.com/news/bitcoin-pizza-day-rewind-a-homage-to-weird-and-wonderful-btc-purchases,22.05.2022 21:05
558,https://es.cointelegraph.com/news/dollar-cost-averaging-or-lump-sum-which-bitcoin-strategy-works-best-regardless-of-price,22.05.2022 20:05
559,https://es.cointelegraph.com/news/bitcoin-targets-record-8th-weekly-red-candle-while-btc-price-limits-weekend-losses,22.05.2022 19:05
560,https://es.cointelegraph.com/news/bitcoin-pizza-day-a-celebration-of-two-pizzas-and-many-millions,22.05.2022 09:05
561,https://es.cointelegraph.com/news/the-implementation-of-bitcoin-as-legal-tender,21.05.2022 21:35
562,https://es.cointelegraph.com/news/bitcoin-pizza-day-merch-delivers-lightning-fast-style,21.05.2022 19:35
563,https://es.cointelegraph.com/news/blockchain-crypto-set-to-take-sports-industry-beyond-nft-collectibles,21.05.2022 19:05
564,https://es.cointelegraph.com/news/bitcoin-ends-week-on-the-edge-as-s-p-500-officially-enters-bear-market,21.05.2022 15:35
565,https://es.cointelegraph.com/news/florida-rep-donalds-introduces-financial-freedom-act-companion-bill-in-the-house,21.05.2022 03:35
566,https://es.cointelegraph.com/news/20-drop-in-the-s-p-500-puts-stocks-in-a-bear-market-bitcoin-and-altcoins-follow,21.05.2022 02:05
567,https://es.cointelegraph.com/news/3k-bit-digital-hosting-partner-s-crypto-miners-go-offline-after-explosion-and-fire,21.05.2022 02:05
568,https://es.cointelegraph.com/news/3-red-flags-that-signal-a-crypto-project-may-be-misleading-investors,21.05.2022 01:35
569,https://es.cointelegraph.com/news/european-families-see-crypto-as-a-tool-to-increase-savings-survey,21.05.2022 01:05
570,https://es.cointelegraph.com/news/crypto-biz-amid-crypto-carnage-goldman-and-barclays-fill-their-bags-may-12-18-2022,21.05.2022 00:05
571,https://es.cointelegraph.com/news/altcoin-prices-briefly-rebounded-but-derivatives-metrics-predict-worsening-conditions,20.05.2022 23:35
572,https://es.cointelegraph.com/news/bearish-head-and-shoulders-pattern-forces-ethereum-traders-to-re-adjust-their-price-targets,20.05.2022 22:35
573,https://es.cointelegraph.com/news/bitcoin-death-cross-data-hints-43-drop-due-in-btc-price-bear-market,20.05.2022 20:36
574,https://es.cointelegraph.com/news/is-the-cryptocurrency-market-looking-for-stability-after-the-fall-of-terra,20.05.2022 20:35
575,https://es.cointelegraph.com/news/crypto-veterans-extend-a-helping-hand-to-bear-market-newbies,20.05.2022 17:35
576,https://es.cointelegraph.com/news/central-bankers-bellow-bitcoin-on-el-salvador-s-bitcoin-beach,20.05.2022 17:05
577,https://es.cointelegraph.com/news/tether-cto-terra-wasn-t-a-rug-pull-it-was-a-poorly-designed-castle-of-cards,20.05.2022 16:05
578,https://es.cointelegraph.com/news/weaker-dollar-lifts-bitcoin-to-30-7k-as-analyst-eyes-60-btc-dominance,20.05.2022 13:05
579,https://es.cointelegraph.com/news/contrarian-bitcoin-investors-identify-buy-zones-even-as-extreme-fear-grips-the-market,20.05.2022 02:05
580,https://es.cointelegraph.com/news/try-topping-this-pizzadao-celebrating-bitcoin-pizza-day-with-100-parties-worldwide,20.05.2022 01:35
581,https://es.cointelegraph.com/news/here-s-why-bears-aim-to-keep-bitcoin-under-29k-ahead-of-friday-s-640m-btc-options-expiry,20.05.2022 00:35
582,https://es.cointelegraph.com/news/how-will-gamefi-and-p2e-blockchain-gaming-evolve-in-2022-report,20.05.2022 00:05
583,https://es.cointelegraph.com/news/how-to-invest-wisely-in-times-of-volatility-and-uncertainty,20.05.2022 00:05
584,https://es.cointelegraph.com/news/tether-launches-crypto-and-blockchain-education-program-in-switzerland,19.05.2022 23:05
585,https://es.cointelegraph.com/news/jack-dorsey-s-block-hits-1-3b-in-q1-profits-43m-in-btc-trading-revenue,19.05.2022 22:35
586,https://es.cointelegraph.com/news/bitcoin-price-predictions-abound-as-traders-focus-on-the-next-btc-halving-cycle,19.05.2022 21:05
587,https://es.cointelegraph.com/news/bitcoin-pizza-day-will-be-celebrated-in-caracas-with-pizzas-invited-by-the-organizers,19.05.2022 20:35
588,https://es.cointelegraph.com/news/ftx-us-to-launch-stock-trading-against-stablecoins,19.05.2022 19:35
589,https://es.cointelegraph.com/news/the-crypto-market-is-still-down-after-the-first-half-of-may-the-crypto-market-is-still-down-after-the-first-half-of-may,19.05.2022 18:35
590,https://es.cointelegraph.com/news/terra-crash-not-a-risk-to-the-broader-crypto-ecosystem-says-huobi-global-ceo,19.05.2022 18:35
591,https://es.cointelegraph.com/news/bitcoin-trades-in-29k-no-man-s-land-as-tesla-esg-fallout-routs-stocks,19.05.2022 16:05
592,https://es.cointelegraph.com/news/bitcoin-price-drops-under-29k-as-walmart-target-stock-lose-most-since-1987,18.05.2022 23:05
593,https://es.cointelegraph.com/news/two-credit-card-firms-in-israel-to-let-cardholders-buy-bitcoin,18.05.2022 21:05
594,https://es.cointelegraph.com/news/the-lightning-network-lunch-a-bitcoin-contactless-payment-story,18.05.2022 17:05
595,https://es.cointelegraph.com/news/analysts-note-parallels-with-march-2020-will-this-time-be-different,18.05.2022 17:05
596,https://es.cointelegraph.com/news/bitcoin-is-a-liquid-alternative-to-cash-says-elon-musk,18.05.2022 16:35
597,https://es.cointelegraph.com/news/bitcoin-shakes-of-fed-volatility-as-analysts-remain-split-on-return-under-24k,18.05.2022 14:05
598,https://es.cointelegraph.com/news/bitcoin-is-discounted-near-its-realized-price-but-analysts-say-there-s-room-for-deep-downside,18.05.2022 01:35
599,https://es.cointelegraph.com/news/the-summit-latam-2022-event-will-have-new-allies-in-its-new-edition-in-panama,17.05.2022 23:05
600,https://es.cointelegraph.com/news/madeira-embraces-bitcoin-and-how-the-president-met-michael-saylor,17.05.2022 21:05
601,https://es.cointelegraph.com/news/el-salvador-different-countries-focus-on-financial-inclusion,17.05.2022 19:05
602,https://es.cointelegraph.com/news/china-returns-as-2nd-top-bitcoin-mining-hub-despite-the-crypto-ban,17.05.2022 18:35
603,https://es.cointelegraph.com/news/bitcoin-bukele-and-a-bevy-of-central-bankers-meet-in-el-salvador,17.05.2022 18:05
604,https://es.cointelegraph.com/news/bitmex-launches-spot-crypto-exchange-following-30m-penalty,17.05.2022 17:35
605,https://es.cointelegraph.com/news/fear-greed-index-hits-lowest-since-march-2020-even-as-bitcoin-price-hits-30-5k,17.05.2022 14:05
606,https://es.cointelegraph.com/news/portugal-to-lose-crypto-tax-haven-status-as-state-announces-gains-duties,17.05.2022 05:35
607,https://es.cointelegraph.com/news/us-federal-judge-approves-of-justice-dept-criminal-complaint-on-using-crypto-to-evade-sanctions,17.05.2022 02:35
608,https://es.cointelegraph.com/news/makerdao-price-rebounds-as-dai-holds-its-peg-and-investors-search-for-stablecoin-security,17.05.2022 01:05
609,https://es.cointelegraph.com/news/top-5-cryptocurrencies-to-watch-this-week-btc-mana-mkr-zec-kcs,16.05.2022 23:35
610,https://es.cointelegraph.com/news/they-will-hold-a-meeting-in-el-salvador-linked-to-defi-on-bitcoin,16.05.2022 22:35
611,https://es.cointelegraph.com/news/bitcoin-bulls-aim-to-flip-30k-to-support-but-derivatives-data-show-traders-lack-confidence,16.05.2022 22:35
612,https://es.cointelegraph.com/news/bitcoin-argentina-ngo-condemns-the-bcra-ban-on-operations-with-cryptocurrencies-by-financial-entities,16.05.2022 22:35
613,https://es.cointelegraph.com/news/analysts-flag-bitcoin-price-levels-to-watch-after-lfg-sells-80k-btc,16.05.2022 21:35
614,https://es.cointelegraph.com/news/xcapit-product-manager-points-out-that-cryptocurrencies-are-a-more-efficient-option-in-economic-and-time-terms-for-remittances,16.05.2022 19:35
615,https://es.cointelegraph.com/news/ftx-ceo-sees-no-future-in-bitcoin-payments-community-fires-back,16.05.2022 19:35
616,https://es.cointelegraph.com/news/digital-euro-could-come-as-soon-as-2026-ecb-official,16.05.2022 19:35
617,https://es.cointelegraph.com/news/80-000-bitcoin-gone-what-s-left-in-luna-s-reserve-wallet,16.05.2022 17:05
618,https://es.cointelegraph.com/news/vitalik-terra-should-protect-the-smallholders-not-the-whales,16.05.2022 16:35
619,https://es.cointelegraph.com/news/first-7-week-losing-streak-in-history-5-things-to-know-in-bitcoin-this-week,16.05.2022 14:05
620,https://es.cointelegraph.com/news/the-meaningful-shift-from-bitcoin-maximalism-to-bitcoin-realism,16.05.2022 02:05
621,https://es.cointelegraph.com/news/1-9t-wipeout-in-crypto-risks-spilling-over-to-stocks-bonds-stablecoin-tether-in-focus,15.05.2022 22:35
622,https://es.cointelegraph.com/news/binance-ceo-cz-to-support-terra-community-but-expects-more-transparency,15.05.2022 21:35
623,https://es.cointelegraph.com/news/bitcoin-network-fortifies-as-mining-difficulty-records-ath-of-31-251t,14.05.2022 18:35
624,https://es.cointelegraph.com/news/bitcoin-stays-under-30k-as-luna-gains-600-during-insane-volatility,14.05.2022 18:05
625,https://es.cointelegraph.com/news/bitcoin-price-could-bounce-to-35k-but-analysts-say-don-t-expect-a-v-shaped-recovery,14.05.2022 02:35
626,https://es.cointelegraph.com/news/crypto-biz-luna-s-meltdown-will-live-on-in-infamy-may-5-11-2022,14.05.2022 02:05
627,https://es.cointelegraph.com/news/crypto-stories-youtuber-cryptowendyo-shares-how-her-healthcare-skills-helped-with-crypto-trading,14.05.2022 01:35
628,https://es.cointelegraph.com/news/bitcoin-and-ethereum-had-a-rough-week-but-derivatives-data-reveals-a-silver-lining,14.05.2022 01:05
629,https://es.cointelegraph.com/news/one-of-the-most-difficult-weeks-in-the-history-of-cryptocurrencies,14.05.2022 00:35
630,https://es.cointelegraph.com/news/buy-the-dip-or-wait-for-max-pain-analysts-debate-whether-bitcoin-price-has-bottomed,13.05.2022 23:35
631,https://es.cointelegraph.com/news/top-crypto-news-of-the-week-terrausd-collapse-bitcoin-price-drop-new-limitations-for-cryptocurrencies-in-argentina-and-more,13.05.2022 21:35
632,https://es.cointelegraph.com/news/bitcoin-macro-bottom-not-in-yet-warns-analyst-as-btc-price-holds-30k,13.05.2022 21:35
633,https://es.cointelegraph.com/news/3-reasons-why-cardano-can-sink-further-despite-ada-price-bouncing-58,13.05.2022 20:05
634,https://es.cointelegraph.com/news/a-meeting-on-defi-and-bitcoin-to-be-held-in-buenos-aires,13.05.2022 19:06
635,https://es.cointelegraph.com/news/bitcoin-to-the-sky-emirates-to-accept-btc-payments-and-launch-nft-collectibles,13.05.2022 19:06
636,https://es.cointelegraph.com/news/canadian-bitcoin-etf-adds-6-9k-btc-in-one-day-as-gbtc-discount-hits-record-low,13.05.2022 19:05
637,https://es.cointelegraph.com/news/bitcoin-mining-in-norway-gets-the-green-light-as-the-proposed-ban-rejected,13.05.2022 18:35
638,https://es.cointelegraph.com/news/bitcoin-gains-superior-to-stocks-in-the-long-term-economist-says,13.05.2022 18:05
639,https://es.cointelegraph.com/news/breaking-binance-suspends-luna-and-ust-trading-amid-issues-on-terra-blockchain,13.05.2022 17:05
640,https://es.cointelegraph.com/news/bitcoin-price-sees-hell-of-a-reversal-candle-as-168-000-btc-leaves-exchanges,13.05.2022 14:35
641,https://es.cointelegraph.com/news/learn-about-five-industries-where-blockchain-technology-will-have-a-significant-impact,13.05.2022 04:05
642,https://es.cointelegraph.com/news/analysts-say-ethereum-price-must-hold-this-key-level-to-avoid-a-capitulation-level-move,13.05.2022 02:35
643,https://es.cointelegraph.com/news/shanghai-court-affirms-that-bitcoin-is-virtual-property-subject-to-property-rights,13.05.2022 02:35
644,https://es.cointelegraph.com/news/is-it-time-to-buy-the-dip,13.05.2022 01:35
645,https://es.cointelegraph.com/news/germany-outlines-favorable-tax-guidelines-gains-on-btc-and-eth-sold-after-a-year-tax-free,13.05.2022 01:35
646,https://es.cointelegraph.com/news/crypto-associated-stocks-hammered-as-coin-and-hood-drop-to-record-lows,13.05.2022 01:35
647,https://es.cointelegraph.com/news/3-reasons-why-bears-aim-to-pin-bitcoin-below-30k-for-this-week-s-btc-options-expiry,13.05.2022 00:05
648,https://es.cointelegraph.com/news/why-the-world-needs-a-spot-bitcoin-etf-in-the-us-21shares-ceo-explains,12.05.2022 22:35
649,https://es.cointelegraph.com/news/bitcoin-could-target-32k-says-trader-as-luna-crashes-below-one-penny,12.05.2022 22:05
